序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
819,臺南市,2014/01/05,善化,8.1,0.83,449.09,29.6,199,119,27.01,1.86,25.15,2.46,16.22,69.4
820,臺南市,2014/01/05,安南,8.4,0.8,-,42.3,198,128,23.95,2.95,20.99,2.17,17.14,64.93
821,臺南市,2014/01/05,臺南,9.3,0.92,-,40.8,186,132,28.0,2.1,25.9,2.33,17.51,63.27
822,臺南市,2014/01/04,新營,7.0,0.71,-,31.9,184,103,27.35,1.92,25.42,2.65,19.35,69.85
823,臺南市,2014/01/04,善化,8.4,0.73,450.14,25.6,166,94,31.99,3.33,28.66,3.69,19.25,70.03
824,臺南市,2014/01/04,安南,7.6,0.73,-,38.3,177,106,25.5,1.37,24.13,3.12,19.58,68.55
825,臺南市,2014/01/04,臺南,7.5,0.78,-,36.8,158,103,28.01,1.7,26.31,3.01,19.95,67.21
826,臺南市,2014/01/03,新營,5.4,0.56,-,26.8,120,68,30.46,7.99,22.48,1.83,21.98,73.28
827,臺南市,2014/01/03,善化,6.1,0.53,446.88,25.9,104,62,24.31,3.84,20.48,2.58,22.05,72.23
828,臺南市,2014/01/03,安南,5.6,0.54,-,33.0,116,75,29.97,6.12,23.83,2.35,22.15,71.93
829,臺南市,2014/01/03,臺南,5.7,0.73,-,31.6,113,75,33.78,5.32,28.46,2.1,22.45,70.72
830,臺南市,2014/01/02,新營,4.3,0.64,-,24.8,106,63,37.68,11.49,26.18,1.08,20.03,70.57
831,臺南市,2014/01/02,善化,6.3,0.56,449.49,21.5,97,56,29.01,7.66,21.36,1.54,19.11,73.3
832,臺南市,2014/01/02,安南,7.7,0.68,-,26.9,113,73,39.66,11.08,28.56,1.54,19.95,71.42
833,臺南市,2014/01/02,臺南,7.0,1.06,-,26.8,110,80,43.11,6.23,36.88,1.28,20.71,68.28
834,臺南市,2014/01/01,新營,5.5,0.54,-,27.7,101,64,32.78,7.74,25.05,1.53,17.78,72.04
835,臺南市,2014/01/01,善化,4.3,0.61,443.46,21.7,96,59,28.31,4.39,23.91,1.87,16.79,75.05
836,臺南市,2014/01/01,安南,5.0,0.6,-,31.1,101,70,32.51,8.04,24.47,1.81,17.59,72.01
837,臺南市,2014/01/01,臺南,6.4,0.86,-,27.9,109,81,39.6,6.25,33.35,1.99,18.1,70.88
838,高雄市,2014/01/31,左營,3.3,0.78,-,53.5,102,81,26.7,2.95,23.76,1.42,21.26,65.57
839,高雄市,2014/01/31,楠梓,4.4,0.6,-,52.0,99,70,24.51,2.69,21.82,1.49,21.06,68.94
840,高雄市,2014/01/31,前金,5.0,0.81,-,51.5,104,87,25.32,2.03,23.29,1.52,21.72,64.85
841,高雄市,2014/01/31,前鎮,4.6,0.8,-,54.3,99,71,30.14,4.3,25.84,1.26,21.5,66.22
842,高雄市,2014/01/31,復興,4.3,0.83,-,51.4,97,65,28.99,2.56,26.41,0.98,21.99,62.83
843,高雄市,2014/01/31,小港,5.2,0.67,-,52.0,101,75,26.99,3.08,23.91,1.85,22.0,61.81
844,高雄市,2014/01/31,鳳山,5.0,0.71,-,51.1,107,65,21.45,1.8,19.64,1.47,21.97,58.82
845,高雄市,2014/01/31,林園,5.2,0.58,-,57.3,62,49,14.7,1.18,13.53,2.1,20.91,69.19
846,高雄市,2014/01/31,大寮,4.1,0.59,-,51.7,86,69,20.37,2.92,17.45,1.1,21.04,63.63
847,高雄市,2014/01/31,仁武,4.8,0.62,-,53.5,92,67,20.67,1.73,18.94,1.35,21.15,64.67
848,高雄市,2014/01/31,橋頭,4.4,0.6,-,51.0,93,70,17.9,1.74,16.15,1.92,20.48,70.06
849,高雄市,2014/01/31,美濃,3.6,0.49,-,51.2,80,63,12.74,3.58,9.16,1.02,20.85,65.36
850,高雄市,2014/01/30,左營,5.6,0.98,-,55.7,119,80,38.74,7.19,31.51,1.32,20.77,68.04
851,高雄市,2014/01/30,楠梓,5.2,0.75,-,55.0,120,75,31.53,2.66,28.87,1.27,20.75,69.27
852,高雄市,2014/01/30,前金,6.2,0.93,-,52.8,106,77,33.66,3.73,29.93,1.31,21.43,63.97
853,高雄市,2014/01/30,前鎮,7.0,1.05,-,54.6,119,79,40.79,5.18,35.61,1.22,21.17,69.14
854,高雄市,2014/01/30,復興,8.0,1.26,-,51.2,124,74,41.89,4.62,37.27,0.77,21.69,65.67
855,高雄市,2014/01/30,小港,8.3,0.92,-,52.4,130,82,38.42,3.3,35.12,1.63,21.84,63.96
856,高雄市,2014/01/30,鳳山,8.1,1.11,-,54.4,137,77,34.53,2.16,32.37,1.38,21.82,61.48
857,高雄市,2014/01/30,林園,6.5,0.7,-,61.7,77,58,19.88,1.26,18.62,1.91,20.93,70.94
858,高雄市,2014/01/30,大寮,10.9,0.83,-,51.5,104,76,27.88,2.1,25.78,1.09,21.01,66.09
859,高雄市,2014/01/30,仁武,7.1,0.79,-,55.5,109,71,28.63,1.83,26.8,1.26,20.8,65.77
860,高雄市,2014/01/30,橋頭,5.6,0.7,-,54.2,111,76,22.19,1.02,21.11,1.92,20.2,70.71
861,高雄市,2014/01/30,美濃,3.0,0.56,-,54.2,95,68,14.03,3.19,10.84,1.01,21.04,64.3
862,高雄市,2014/01/29,左營,4.7,0.72,-,43.8,106,59,27.82,3.45,24.38,1.42,19.79,72.78
863,高雄市,2014/01/29,楠梓,4.8,0.6,-,-,-,-,33.21,5.53,27.67,1.59,19.77,75.36
864,高雄市,2014/01/29,前金,4.8,0.75,-,43.1,108,66,30.23,3.43,26.8,1.7,20.52,70.94
865,高雄市,2014/01/29,前鎮,5.9,0.92,-,39.3,112,61,43.76,6.61,37.15,1.48,20.49,72.08
866,高雄市,2014/01/29,復興,5.4,1.25,-,35.3,116,60,48.76,9.19,39.57,0.76,20.99,68.6
867,高雄市,2014/01/29,小港,6.9,0.77,-,38.7,113,57,44.78,6.75,38.03,1.91,21.01,66.53
868,高雄市,2014/01/29,鳳山,6.5,0.91,-,41.0,116,57,35.82,2.78,33.03,1.39,20.91,66.45
869,高雄市,2014/01/29,林園,5.7,0.53,-,51.1,63,42,22.28,1.52,20.75,2.14,20.23,70.97
870,高雄市,2014/01/29,大寮,4.1,0.6,-,47.4,97,60,28.68,2.73,25.95,1.33,20.45,66.81
871,高雄市,2014/01/29,仁武,5.5,0.69,-,36.1,103,56,36.76,5.66,31.1,1.41,19.91,71.63
872,高雄市,2014/01/29,橋頭,4.3,0.63,-,32.6,108,59,33.29,6.69,26.61,1.89,19.38,75.7
873,高雄市,2014/01/29,美濃,2.5,0.48,-,48.5,88,58,14.5,3.95,10.55,1.12,20.48,66.87
874,高雄市,2014/01/28,左營,4.8,0.7,-,40.0,103,51,32.03,7.35,24.67,1.33,19.06,72.36
875,高雄市,2014/01/28,楠梓,5.0,0.59,-,35.4,111,-,41.53,13.7,27.82,1.49,19.04,75.99
876,高雄市,2014/01/28,前金,4.5,0.7,-,41.0,105,56,28.61,2.9,25.7,1.44,19.87,70.71
877,高雄市,2014/01/28,前鎮,6.4,0.83,-,36.8,104,50,44.13,10.21,33.92,1.38,19.58,74.3
878,高雄市,2014/01/28,復興,7.6,1.12,-,26.2,109,46,51.56,12.87,38.69,0.76,20.15,70.22
879,高雄市,2014/01/28,小港,7.8,0.65,-,34.9,111,48,42.33,6.51,35.82,1.72,20.21,69.8
880,高雄市,2014/01/28,鳳山,5.5,0.8,-,30.0,107,48,36.84,3.6,33.24,1.2,20.02,67.62
881,高雄市,2014/01/28,林園,4.9,0.5,-,50.6,63,41,21.21,2.28,18.92,2.09,19.72,72.25
882,高雄市,2014/01/28,大寮,5.2,0.64,-,36.6,108,56,36.39,4.18,32.21,1.11,19.61,70.28
883,高雄市,2014/01/28,仁武,6.1,0.64,-,28.7,88,43,39.71,8.71,31.0,1.35,19.15,72.19
884,高雄市,2014/01/28,橋頭,5.1,0.56,-,29.0,104,46,33.07,7.63,25.43,1.84,18.66,76.31
885,高雄市,2014/01/28,美濃,2.2,0.47,-,42.3,88,54,16.15,4.14,12.01,1.16,19.71,69.89
886,高雄市,2014/01/27,左營,4.9,0.63,-,31.6,114,64,28.76,3.51,25.24,1.69,17.81,67.93
887,高雄市,2014/01/27,楠梓,4.4,0.54,-,30.1,129,-,31.07,4.8,26.27,1.78,17.53,73.54
888,高雄市,2014/01/27,前金,5.5,0.65,-,35.6,124,69,30.24,3.72,26.52,2.11,18.22,68.88
889,高雄市,2014/01/27,前鎮,6.5,0.8,-,32.8,120,61,41.5,8.51,32.99,1.4,18.31,71.48
890,高雄市,2014/01/27,復興,7.0,1.1,-,26.7,128,59,49.81,12.64,37.18,0.81,18.8,68.0
891,高雄市,2014/01/27,小港,10.2,0.7,-,26.4,132,68,52.05,13.74,38.31,1.78,19.12,67.17
892,高雄市,2014/01/27,鳳山,9.3,0.86,-,26.0,141,67,43.4,6.22,37.18,1.65,18.47,67.58
893,高雄市,2014/01/27,林園,6.5,0.56,-,39.0,73,49,25.43,3.28,22.15,2.15,18.48,72.9
894,高雄市,2014/01/27,大寮,8.2,0.71,-,27.9,124,70,38.45,5.2,33.24,1.42,18.42,69.62
895,高雄市,2014/01/27,仁武,6.9,0.65,-,27.0,113,57,41.73,9.54,32.2,1.72,17.72,70.12
896,高雄市,2014/01/27,橋頭,4.4,0.57,-,29.0,116,56,27.74,5.02,22.72,2.39,17.26,73.35
897,高雄市,2014/01/27,美濃,2.0,0.51,-,37.5,110,67,15.13,3.29,11.84,1.14,18.36,71.88
898,高雄市,2014/01/26,左營,5.5,0.55,-,44.1,96,54,23.86,2.62,21.24,2.05,20.03,51.94
899,高雄市,2014/01/26,楠梓,4.9,0.46,-,38.8,102,49,25.1,3.07,22.03,1.89,19.73,56.72
900,高雄市,2014/01/26,前金,6.9,0.58,-,41.3,101,58,26.41,2.04,24.34,2.23,20.56,51.79
901,高雄市,2014/01/26,前鎮,9.1,0.74,-,33.2,95,48,40.62,6.91,33.71,1.51,20.36,54.32
902,高雄市,2014/01/26,復興,9.3,0.9,-,29.4,101,44,42.44,7.56,34.88,0.93,20.87,52.1
903,高雄市,2014/01/26,小港,7.3,0.59,-,35.0,99,47,36.72,5.2,31.51,1.61,20.84,48.96
904,高雄市,2014/01/26,鳳山,9.2,0.76,-,31.1,100,48,36.04,3.69,32.35,1.42,20.58,49.49
905,高雄市,2014/01/26,林園,7.2,0.42,-,42.6,56,35,24.75,2.67,22.08,2.1,20.01,59.38
906,高雄市,2014/01/26,大寮,4.6,0.42,-,39.3,74,44,23.61,2.21,21.4,1.6,20.14,47.71
907,高雄市,2014/01/26,仁武,7.2,0.59,-,34.7,87,43,29.96,4.95,25.01,1.74,19.98,53.0
908,高雄市,2014/01/26,橋頭,3.8,0.48,-,35.6,88,44,20.43,2.34,18.09,2.45,19.38,59.04
909,高雄市,2014/01/26,美濃,2.6,0.37,-,40.2,71,41,11.29,2.85,8.44,1.2,19.24,60.5
910,高雄市,2014/01/25,左營,5.4,0.5,-,32.6,67,41,28.55,3.33,25.22,2.45,19.88,42.61
911,高雄市,2014/01/25,楠梓,2.9,0.38,-,29.4,62,34,30.03,6.1,23.93,2.22,19.26,48.52
912,高雄市,2014/01/25,前金,5.6,0.57,-,30.9,68,39,32.77,3.43,29.33,2.25,20.63,41.96
913,高雄市,2014/01/25,前鎮,8.1,0.74,-,24.7,68,37,49.57,10.31,39.26,1.55,20.44,44.63
914,高雄市,2014/01/25,復興,8.3,1.03,-,18.6,75,33,59.21,15.92,43.3,1.09,20.8,45.09
915,高雄市,2014/01/25,小港,3.8,0.52,-,31.4,72,35,36.66,4.51,32.16,2.06,20.94,39.15
916,高雄市,2014/01/25,鳳山,4.3,0.6,-,30.1,74,36,28.2,1.88,26.32,1.65,20.17,42.09
917,高雄市,2014/01/25,林園,4.9,0.27,-,42.6,38,25,19.94,2.13,17.82,2.61,20.15,49.26
918,高雄市,2014/01/25,大寮,4.6,0.43,-,32.0,64,39,29.21,4.52,24.69,1.7,19.98,39.02
919,高雄市,2014/01/25,仁武,9.5,0.51,-,22.7,65,37,40.47,8.93,31.54,1.99,19.82,44.64
920,高雄市,2014/01/25,橋頭,3.6,0.39,-,27.9,64,28,25.96,4.07,21.9,2.38,19.0,52.05
921,高雄市,2014/01/25,美濃,1.4,0.37,-,36.5,47,28,12.79,3.86,8.93,1.12,18.45,56.66
922,高雄市,2014/01/24,左營,6.7,0.56,-,42.4,78,52,34.88,5.11,29.77,1.7,16.97,56.62
923,高雄市,2014/01/24,楠梓,5.0,0.54,-,34.9,87,49,39.4,6.65,32.75,1.55,16.64,59.56
924,高雄市,2014/01/24,前金,7.1,0.61,-,40.0,89,53,36.68,4.53,32.15,1.79,17.58,55.89
925,高雄市,2014/01/24,前鎮,7.9,0.72,-,40.4,79,45,44.1,7.31,36.79,1.32,17.62,56.24
926,高雄市,2014/01/24,復興,7.3,0.98,-,35.5,87,42,50.02,9.75,40.28,0.78,18.07,54.12
927,高雄市,2014/01/24,小港,6.2,0.56,-,40.5,80,41,39.91,4.29,35.61,2.12,18.11,51.17
928,高雄市,2014/01/24,鳳山,5.8,0.71,-,37.3,90,47,37.02,3.64,33.38,1.52,17.64,51.87
929,高雄市,2014/01/24,林園,6.3,0.4,-,47.4,47,33,25.67,2.4,23.27,2.91,17.25,59.03
930,高雄市,2014/01/24,大寮,5.7,0.47,-,41.8,85,48,31.72,4.25,27.47,1.57,17.31,50.77
931,高雄市,2014/01/24,仁武,8.9,0.61,-,31.7,81,45,49.08,11.78,37.3,1.44,17.02,56.13
932,高雄市,2014/01/24,橋頭,4.8,0.54,-,37.3,76,42,33.48,5.52,27.95,1.91,16.44,60.74
933,高雄市,2014/01/24,美濃,2.4,0.37,-,41.5,57,35,11.71,2.55,9.16,1.05,16.52,60.02
934,高雄市,2014/01/23,左營,6.0,0.64,-,36.6,93,53,36.05,11.02,25.02,1.43,15.4,60.19
935,高雄市,2014/01/23,楠梓,4.8,0.48,-,30.8,88,45,36.31,10.19,26.12,1.63,15.13,64.48
936,高雄市,2014/01/23,前金,6.4,0.66,-,34.7,98,54,37.69,6.64,31.05,1.82,16.03,59.63
937,高雄市,2014/01/23,前鎮,7.4,0.83,-,30.3,90,49,52.21,16.79,35.43,1.38,16.04,61.88
938,高雄市,2014/01/23,復興,8.6,1.05,-,25.9,97,45,59.15,20.41,38.73,0.77,16.56,59.05
939,高雄市,2014/01/23,小港,6.6,0.58,-,30.2,98,45,41.64,8.74,32.91,1.99,16.68,55.67
940,高雄市,2014/01/23,鳳山,8.1,0.68,-,27.8,105,48,36.02,6.67,29.35,1.56,16.05,57.52
941,高雄市,2014/01/23,林園,6.2,0.43,-,38.7,52,32,25.33,2.49,22.84,2.6,15.88,62.42
942,高雄市,2014/01/23,大寮,4.7,0.49,-,32.4,87,48,31.07,5.56,25.51,1.44,15.69,55.26
943,高雄市,2014/01/23,仁武,8.0,0.58,-,28.2,87,47,41.74,11.5,30.24,1.49,15.34,60.98
944,高雄市,2014/01/23,橋頭,4.3,0.5,-,27.7,84,43,33.83,8.24,25.59,1.84,14.72,66.1
945,高雄市,2014/01/23,美濃,1.8,0.39,-,37.3,66,39,11.07,2.76,8.31,1.18,15.42,62.3
946,高雄市,2014/01/22,左營,5.9,0.49,-,29.1,129,54,22.29,2.86,19.42,2.28,13.76,53.82
947,高雄市,2014/01/22,楠梓,4.9,0.44,-,27.6,125,46,29.09,3.89,25.2,2.35,13.6,59.81
948,高雄市,2014/01/22,前金,5.4,0.52,-,30.3,128,57,28.26,3.16,25.08,2.48,14.26,55.1
949,高雄市,2014/01/22,前鎮,5.4,0.67,-,27.3,116,50,36.8,7.12,29.69,1.76,14.33,57.74
950,高雄市,2014/01/22,復興,5.3,0.8,-,24.5,127,47,41.11,8.83,32.27,0.86,14.74,55.45
951,高雄市,2014/01/22,小港,9.2,0.7,-,19.6,147,54,58.29,17.86,40.43,1.99,15.05,52.31
952,高雄市,2014/01/22,鳳山,11.2,0.63,-,20.3,138,53,45.61,9.17,36.45,1.92,14.47,54.21
953,高雄市,2014/01/22,林園,16.8,0.61,-,30.5,75,41,45.27,10.18,35.09,2.26,14.72,61.5
954,高雄市,2014/01/22,大寮,8.9,0.55,-,28.9,118,57,36.25,4.48,31.77,1.75,14.45,55.01
955,高雄市,2014/01/22,仁武,7.9,0.51,-,24.4,112,48,36.33,6.43,29.9,2.08,13.71,56.16
956,高雄市,2014/01/22,橋頭,5.6,0.48,-,25.2,110,40,27.7,3.98,23.73,2.62,13.16,60.56
957,高雄市,2014/01/22,美濃,2.6,0.48,-,30.2,104,53,14.5,2.39,12.1,1.06,14.46,64.51
958,高雄市,2014/01/21,左營,6.5,0.64,-,25.0,165,76,27.39,3.21,24.17,3.5,14.86,60.95
959,高雄市,2014/01/21,楠梓,5.8,0.56,-,23.4,177,71,28.45,3.23,25.21,3.36,14.53,67.58
960,高雄市,2014/01/21,前金,6.1,0.66,-,24.6,163,82,30.51,4.18,26.33,3.44,15.52,61.62
961,高雄市,2014/01/21,前鎮,5.4,0.76,-,21.1,149,71,36.2,5.7,30.5,1.51,15.36,65.02
962,高雄市,2014/01/21,復興,5.9,0.89,-,18.4,157,68,38.2,6.27,31.93,0.95,15.98,61.28
963,高雄市,2014/01/21,小港,7.7,0.78,-,12.5,171,69,52.87,12.58,40.29,2.08,16.51,58.74
964,高雄市,2014/01/21,鳳山,10.5,0.67,-,15.8,168,70,40.94,8.3,32.64,2.79,15.58,62.36
965,高雄市,2014/01/21,林園,13.3,0.67,-,20.8,84,50,45.08,7.64,37.44,2.92,16.27,64.1
966,高雄市,2014/01/21,大寮,5.9,0.56,-,24.3,130,69,28.91,3.37,25.56,2.16,15.79,61.68
967,高雄市,2014/01/21,仁武,6.9,0.61,-,20.2,140,66,34.05,6.43,27.62,2.91,14.73,64.62
968,高雄市,2014/01/21,橋頭,6.7,0.62,-,21.6,156,65,29.15,3.89,25.26,3.27,14.49,66.86
969,高雄市,2014/01/21,美濃,3.1,0.46,-,28.4,99,49,11.66,2.54,9.12,1.08,15.37,65.24
970,高雄市,2014/01/20,左營,4.1,0.55,-,40.4,119,68,18.55,1.16,17.4,3.27,16.93,62.62
971,高雄市,2014/01/20,楠梓,3.6,0.48,-,36.2,108,57,24.19,3.47,20.72,2.91,16.55,68.91
972,高雄市,2014/01/20,前金,4.4,0.58,-,40.3,109,72,22.71,2.32,20.39,3.08,17.43,62.67
973,高雄市,2014/01/20,前鎮,4.5,0.66,-,35.9,99,59,31.76,4.75,27.01,1.51,17.61,62.11
974,高雄市,2014/01/20,復興,5.6,0.86,-,30.8,105,55,37.26,6.16,31.09,1.13,18.04,59.36
975,高雄市,2014/01/20,小港,6.2,0.59,-,30.9,104,55,39.46,7.29,32.17,2.56,18.38,54.91
976,高雄市,2014/01/20,鳳山,7.0,0.56,-,33.0,107,56,25.78,2.14,23.64,2.47,17.72,57.68
977,高雄市,2014/01/20,林園,10.6,0.55,-,38.6,58,40,29.67,3.24,26.43,4.15,18.0,58.03
978,高雄市,2014/01/20,大寮,5.9,0.42,-,40.4,86,54,22.65,2.68,19.97,2.19,17.74,53.99
979,高雄市,2014/01/20,仁武,7.4,0.51,-,31.0,89,55,31.47,5.76,25.72,2.76,16.81,64.77
980,高雄市,2014/01/20,橋頭,4.4,0.54,-,33.3,105,58,22.89,2.79,20.1,3.0,16.46,69.97
981,高雄市,2014/01/20,美濃,1.7,0.37,-,39.3,72,44,8.81,2.22,6.58,1.29,17.44,62.46
982,高雄市,2014/01/19,左營,6.3,0.7,-,44.4,144,98,24.5,5.03,19.46,1.94,15.72,59.93
983,高雄市,2014/01/19,楠梓,6.6,0.62,-,42.2,157,90,29.26,5.17,24.1,1.82,15.53,65.21
984,高雄市,2014/01/19,前金,5.5,0.69,-,43.7,142,109,25.68,3.78,21.89,2.33,16.32,59.42
985,高雄市,2014/01/19,前鎮,5.8,0.72,-,40.0,132,88,30.74,4.45,26.29,1.42,16.31,62.63
986,高雄市,2014/01/19,復興,5.9,0.85,-,35.5,141,83,33.14,4.4,28.74,0.81,16.77,60.13
987,高雄市,2014/01/19,小港,5.1,0.66,-,36.9,157,92,31.74,3.8,27.94,2.0,16.9,57.02
988,高雄市,2014/01/19,鳳山,7.8,0.7,-,36.3,162,89,25.66,1.98,23.68,1.99,16.38,59.04
989,高雄市,2014/01/19,林園,8.4,0.57,-,44.5,83,59,22.24,1.8,20.44,2.93,16.17,63.8
990,高雄市,2014/01/19,大寮,6.7,0.57,-,43.3,127,89,21.86,2.16,19.7,1.71,16.02,58.89
991,高雄市,2014/01/19,仁武,6.3,0.62,-,40.5,121,86,24.31,2.82,21.48,1.95,15.62,61.34
992,高雄市,2014/01/19,橋頭,6.2,0.63,-,40.5,139,86,23.15,2.92,20.21,2.23,15.11,66.65
993,高雄市,2014/01/19,美濃,3.6,0.53,-,44.5,115,78,12.53,3.78,8.75,1.11,15.67,65.34
994,高雄市,2014/01/18,左營,5.6,0.55,-,37.4,131,70,23.71,2.25,21.44,3.25,16.42,58.06
995,高雄市,2014/01/18,楠梓,5.1,0.5,-,35.2,144,63,27.2,3.93,23.24,2.95,15.96,65.23
996,高雄市,2014/01/18,前金,5.4,0.58,-,35.8,142,77,28.27,3.99,24.27,3.33,16.86,59.78
997,高雄市,2014/01/18,前鎮,5.9,0.7,-,32.0,129,66,36.75,6.79,29.96,1.7,16.99,61.62
998,高雄市,2014/01/18,復興,5.6,0.8,-,29.0,136,62,37.76,5.86,31.9,0.89,17.41,59.13
999,高雄市,2014/01/18,小港,7.5,0.67,-,30.1,164,66,50.8,13.86,36.95,2.36,18.04,56.38
1000,高雄市,2014/01/18,鳳山,11.2,0.61,-,28.1,142,61,39.5,9.88,29.62,2.38,17.16,59.15
1001,高雄市,2014/01/18,林園,12.7,0.65,-,37.8,85,51,40.01,7.15,32.87,2.92,17.84,62.53
1002,高雄市,2014/01/18,大寮,5.4,0.53,-,38.2,121,67,27.22,3.14,24.05,1.91,17.37,57.38
1003,高雄市,2014/01/18,仁武,7.3,0.55,-,32.7,110,59,33.08,7.96,25.12,2.59,16.12,61.48
1004,高雄市,2014/01/18,橋頭,6.5,0.54,-,34.2,135,60,25.83,3.42,22.39,3.35,15.84,64.8
1005,高雄市,2014/01/18,美濃,2.3,0.38,-,38.6,108,62,12.94,2.82,10.11,1.14,16.91,66.97
1006,高雄市,2014/01/17,左營,4.5,0.5,-,37.5,97,47,27.42,3.86,23.57,1.94,18.01,64.19
1007,高雄市,2014/01/17,楠梓,5.5,0.5,-,30.2,113,45,38.81,9.89,28.92,1.61,17.88,68.98
1008,高雄市,2014/01/17,前金,4.6,0.55,-,40.2,93,52,26.65,1.63,25.02,2.03,18.67,62.06
1009,高雄市,2014/01/17,前鎮,6.0,0.76,-,32.9,92,44,42.79,7.15,35.64,1.53,18.67,64.18
1010,高雄市,2014/01/17,復興,6.1,0.97,-,27.9,100,41,50.58,9.89,40.69,0.74,19.21,61.37
1011,高雄市,2014/01/17,小港,8.5,0.58,-,29.4,101,43,46.98,8.46,38.53,1.95,19.48,58.77
1012,高雄市,2014/01/17,鳳山,8.0,0.66,-,31.4,105,43,34.98,3.88,31.07,1.48,18.87,60.1
1013,高雄市,2014/01/17,林園,7.1,0.43,-,39.8,56,32,25.18,2.42,22.76,2.33,18.38,65.54
1014,高雄市,2014/01/17,大寮,6.4,0.51,-,32.8,96,51,36.63,5.47,31.17,1.48,18.35,62.26
1015,高雄市,2014/01/17,仁武,7.3,0.58,-,27.6,91,43,43.68,10.21,33.46,1.58,18.03,64.65
1016,高雄市,2014/01/17,橋頭,6.0,0.52,-,26.3,105,44,34.71,6.66,28.05,2.11,17.54,70.07
1017,高雄市,2014/01/17,美濃,1.7,0.38,-,34.6,77,38,13.58,2.92,10.66,1.05,17.84,67.93
1018,高雄市,2014/01/16,左營,5.6,0.65,-,28.8,90,47,34.23,5.28,28.94,1.8,17.12,63.87
1019,高雄市,2014/01/16,楠梓,4.5,0.5,-,28.5,101,38,35.28,8.81,26.47,1.87,17.19,68.19
1020,高雄市,2014/01/16,前金,6.7,0.67,-,32.4,92,47,35.11,5.68,29.43,1.86,17.98,63.51
1021,高雄市,2014/01/16,前鎮,6.7,0.73,-,31.0,91,44,41.41,8.14,33.27,1.35,18.07,65.31
1022,高雄市,2014/01/16,復興,6.6,1.0,-,26.0,96,38,48.24,12.32,35.92,0.82,18.56,62.39
1023,高雄市,2014/01/16,小港,7.0,0.61,-,31.5,94,41,39.53,7.79,31.74,2.03,19.06,60.46
1024,高雄市,2014/01/16,鳳山,7.2,0.63,-,30.5,99,40,34.45,5.6,28.84,1.55,18.39,60.78
1025,高雄市,2014/01/16,林園,6.1,0.44,-,36.1,51,29,25.07,3.03,22.04,2.33,18.07,65.49
1026,高雄市,2014/01/16,大寮,4.5,0.47,-,32.4,79,40,29.75,4.09,25.66,1.52,18.06,61.22
1027,高雄市,2014/01/16,仁武,-,0.56,-,26.8,80,38,42.75,11.4,31.36,1.59,17.45,64.37
1028,高雄市,2014/01/16,橋頭,6.0,0.55,-,24.0,87,38,35.73,8.64,27.09,1.95,16.87,68.13
1029,高雄市,2014/01/16,美濃,2.2,0.35,-,33.5,66,32,13.25,2.64,10.61,1.0,17.49,67.06
1030,高雄市,2014/01/15,左營,4.3,0.51,-,31.0,81,36,23.35,2.6,20.75,1.99,16.19,66.61
1031,高雄市,2014/01/15,楠梓,3.4,0.44,-,28.4,103,35,27.9,5.09,22.82,1.82,16.25,71.57
1032,高雄市,2014/01/15,前金,4.2,0.59,-,35.4,88,38,27.81,2.45,25.36,1.99,17.84,64.94
1033,高雄市,2014/01/15,前鎮,5.1,0.6,-,29.3,79,-,33.22,6.48,26.73,1.25,16.62,71.21
1034,高雄市,2014/01/15,復興,6.0,0.89,-,23.1,84,34,42.58,10.42,32.16,0.84,17.11,68.0
1035,高雄市,2014/01/15,小港,7.2,0.44,-,25.5,85,37,39.79,10.39,29.4,2.01,17.57,67.59
1036,高雄市,2014/01/15,鳳山,6.5,0.65,-,26.6,98,38,30.67,4.57,26.1,1.69,16.91,67.8
1037,高雄市,2014/01/15,林園,8.1,0.41,-,30.9,44,25,26.12,5.93,20.18,2.34,16.76,70.28
1038,高雄市,2014/01/15,大寮,5.8,0.5,-,29.4,83,42,29.32,5.16,24.16,1.59,16.59,69.8
1039,高雄市,2014/01/15,仁武,-,0.45,-,25.8,78,32,33.88,6.99,26.89,1.8,16.23,68.89
1040,高雄市,2014/01/15,橋頭,4.0,0.45,-,26.7,87,30,25.93,3.9,22.03,2.43,15.96,70.72
1041,高雄市,2014/01/15,美濃,2.6,0.39,-,30.8,76,37,14.03,2.35,11.68,1.07,16.57,73.54
1042,高雄市,2014/01/14,左營,3.8,0.5,-,22.1,86,49,21.45,2.32,19.13,3.87,16.25,70.09
1043,高雄市,2014/01/14,楠梓,3.7,0.45,-,19.8,100,43,25.16,3.43,21.73,3.52,16.03,76.54
1044,高雄市,2014/01/14,前金,3.8,0.54,-,22.3,95,52,24.3,2.35,21.95,3.59,16.91,70.47
1045,高雄市,2014/01/14,前鎮,3.6,0.65,-,17.4,91,-,29.87,5.09,24.79,1.78,16.89,72.73
1046,高雄市,2014/01/14,復興,3.9,0.76,-,16.6,93,43,33.57,6.71,26.87,1.04,17.21,69.67
1047,高雄市,2014/01/14,小港,5.7,0.63,-,10.3,103,49,39.42,8.05,31.37,2.45,17.61,69.13
